business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
Hf_MFIPi7ZiIWDQodJMzwg,2012-10-25,9l7FzgtZobP81lMwEQy4AA,5,Great service,review,9VmTOyq01oIUk5zuxOj1GA,0,0,1
gMY_3RkmK2eeD9SHlBKfCg,2012-05-25,qtOMqRS8K03QTisX-2ddYQ,5,"My favorite Starbucks in Mesa. It's not even the closest one to my home, but worth the experience. GREAT staff.",review,8-mw_aotUGmP0k0s6QKwOA,1,0,0
T4VsuYbgEqp1n_FghmFg2w,2010-11-03,TUjdm0FLco2-nGS-UVryvg,3,"I love this place! Great flavors, love the tiny gummy bear toppings.

One thing I don't like is the inconsistent hours. One day they'll be open at 8, the next time they close at 7:30. When our yogurt craving hits, we'd love to patronize Woody's, but never know if they're going to be open.

I tried over and over to call one night, and the phone was just constantly busy. A little frustrating!

I do enjoy their yogurt, but with the weird hours, and so-so feel from the staff it's hard to give them more than 3 stars.",review,F8C1lM853UmUed3jb7j-_g,0,0,0
yv9gVqydta-y8NHQQ3XPRw,2012-08-26,D_pEME20C-srxu-D8Se14A,1,"First, I hope La Fonda management reads these reviews and takes steps to improve their restaurant.  Second, we miss the bloody mary bar too.  Hubby & I visited LF a few weeks ago on a Saturday night for dinner. We asked the waitress a general question about a beer and she made something up that was ridiculously wrong.  Okay, she doesn't know beer.  We liked the chips & salsa, it was a good start, then I took a sip of my water.  What the?  I know what Tempe tap water tastes like, but this was weird.  The aftertaste made me cringe, I couldn't drink it, even with a slice of lemon in it, maybe it was the ice.  Hubby ordered chicken enchiladas, which he orders practically everywhere, and it was so bad he didn't finish it.  My meal was not memorable either.  I wanted to love this place, or at least like it.  We walked out of there terribly disappointed, I doubt we'll go back.",review,vKs0r5yZhfJYdBSd0J1a3Q,0,0,0
Tmzzn7JyCoMgeb-IYRNlGQ,2007-06-29,MqSH98OjzTqj6J0FyN9YUA,3,"This is a nothing but pies place...so I was expecting a little bit more oomph...

Dispointing small selection of pie by the slices...also you gotta put in special order ahead of time for the more interesting stuff like Italian Ricotta.  

I was going to order something with berries, but the stuff I saw in the case was just runny and wet looking...so I ended up with a black-bottom pie...I really liked the flaky crust and the filling wasn't bad except for the fact that it did taste a bit over refrigerated.  

A minor gripe is the airpot coffee...not freshly brewed...despite the espresso machine clearly visibile behind the counter.

The pies are just over $4 per slice and ~$20 per pie.",review,8WQubmP7G0NM3IyzyMnCEA,1,3,0
l3yL2rQ6PoFBQ06RLczn9w,2010-08-21,Cluf-ijd2Ubr0hoVjLXoSQ,1,"I'd say I've been to the Clubhouse a few times a year over the past five years or so. Does that make me the most knowledgeable person on the venue? By all means, no. But, there are some very common themes among the shows I've seen here, even though the artists were different genres, different, crowds, and even different times of year. 

The sound quality is terrible. The last three bands that I have seen there (and have seen in other venues as well) all complained that they couldn't get the sound right on their monitors or in the house. To me, that's a major turn off, if the band isn't happy with their sound, are they going to be very motivated to play? Maybe it's a slighted observation, but it seems that the only bands that return to this venue, are the ones that play music, where the sound quality isn't...let's say ""sacrificed or as important"" (metal, hardcore, thrasher, hip-hop, whatever you call it). 

The venue is also hot. I don't read the reviews of others, before I review a location, because I don't want my opinions to be skewed, but I noticed someone said, ""don't wear pants,"" honestly, that's a really good tip. The last show I saw here was in June. I know, it's Phoenix, in the summer, suck it up. But when you exit the venue and it is noticeably and significantly ""cooler"" than inside the venue, we've got issues, can they not afford to run the a/c? 

The answer to that question is, maybe not. The bar is understaffed, and patrons seem to be lined up 3+ deep, all around. Sometimes you've got to spend money to make money. Hire more bartenders, customers get served faster, thus allowing them more time to consume the beverage and purchase more. That means you can sell more, which means you will make more money! What a concept. 

Hate to just destroy a business, but hopefully they will heed the feedback constructively. Until then, remember: if you've always wanted to hear the artist you are going to see in a low-fi format, here's your chance, if you have always wanted to forgo wearing those pantaloons, I support you, and finally, you should craft a clever way to hide a flask, since you won't get served, although this might be difficult sans bottoms.",review,80PHOfM8KOBb7xEQN4C0lg,0,0,0
TbaAnzOTX2-boTbAp3e8Qw,2008-07-14,nOksR3WGXn8iuZwTyUX9qw,3,"I liked the tortillas:  handmade, rich and salty.  I thought the food was decent.  I thought service was okay.  I am not new to Mexican food, I know what I want:  when I say I want cheese and cilantro and tomatillo salsa,  please give it to me.  They charged me and extra dollar for had smattering of queso fresca.  Boo.  I liked the mango-pineapple aqua, super sweet and clean flavor.  I would go back, maybe.",review,tePGwo_ZH1Hu9bkCNhMJmw,0,0,0
E0fZHHInMb6xscHDrPlh4Q,2009-01-04,dY7pGUx7LbbRQYwt9xGawQ,2,"Back from holiday and had some amazing soups that made me reflect back on my experience here.  I have to preface this review with that the owner here is quite lovely and I'm sure has the best intentions, but unfortunately the soup was sorely lacking.  As a proponent of organics, I had my hopes way too high.  Well, first of all it was a bit confusing if we were to order at the counter from a very smudged, unreadable chalk board or if we were to be seated.  The owner appeared from the kitchen and said to have a seat eliminating our initial confusion.  To keep this review to the point, we ordered a smoothie, bland.  A frittata, very small and actually strange as if it might have been cooked in the microwave, need I say more.  Two bowls of soup, one was a bean with kale, unfortunately the beans were not thoroughly cooked and the flavor was not allowed to develop.  The other a red pepper concoction, that another diner suggested, was one dimensional and needed copious amounts of help sprinkled with some love.  
When paying these boutique prices one expects and should get a better quality, culinary creation.  These soups needed proper development and herbal infusions that the kitchen obviously lacks.  I would like to offer a suggestion that may help her, so she can spend more time with the soup prep and less time running around the table up front, and that is to consider a different style of service.  The place is so small that she could have customers order from the chalkboard, if readable, and then deliver the orders.  I wish her the best in her endeavor.",review,OpUXG69nP4YjlEZDlkdVcQ,0,2,0
QIHyWCBG3ftvXbGdHQKdHw,2012-12-29,Dv9iSQe9s_kn5uuhy0iM_w,1,"Not that any SBUX is worth going out of your way for, but this one is worth skipping. The service I've experienced each time I've been is pretty dang poor and the drinks always seem quite cold.",review,QiLOh5KHp81eiju-n-z1Ng,0,0,0
-bd26a1QEEpqUZjBmtBUiQ,2010-04-08,Cu6EG_rAd25OjCGzRCPxMg,5,"The food was flavorful and plenty of it. Eating with only your fingers is quite fun - make your momma proud. My girlfriend won the best dish of the night - lentils and chicken and cabage/carrots. It all had kind of sweetish/bitterish/spicy flavor. I had the lamb and jalapeño dish, which was kind of greasy. You eat with your fingers and can scoop up the food with the bread they give you - a tartish type crepe, which goes well with the food. I'd be happy to go back and try something different.  If you are used to frozen pizzas and Burger King, you might want to stick with that as this experience might bit be as enjoyable as those who are more open to what they consume.",review,DjMYfLoL9KsTIcvOMxwkhg,0,0,0
ohxd8La86GdC_3vgwBWLHA,2011-01-05,Jf3NgqescF1ZtQpH4vR-Nw,4,"Thank you Yelp for my first opportunity to enjoy Gammage.

Impressive architecture and design (it is also mostly functional)!  
The seats are roomier than expected and the rows have just enough room between them to allow people to pass relatively easily in front of you without having to stand up to let them through.[Relative to US Airways Center seats which outside of Lexus Club and courtside seats are several inches narrower than the ones at Gammage and you have to stand up every time someone needs to pass.]
Having the room to pass easily is nice, especially if you are seated in the middle of the auditorium, since you have to pass in front of at least 30 people just to get to your seat if your, say, running late or need to escape to the restroom.  
This is also a negative especially if you are the crowd-fearing  or clostrophobic type, there are not good ""outs"" from the center.  

I think it is wonderful to have a location that hosts wonderful Broadway performances and a variety of other artistic entertainment/performances.",review,usQTOj7LQ9v0Fl98gRa3Iw,3,5,2
3n9mSKySEv3G03YjcU-YOQ,2011-04-05,dMVOvh4ipz3VV_jRf-qZ9w,5,"I honestly have only positive things to say about Postino's since every one of my visits here has been very pleasant. From the valet who is running his ass off to the food and everything in between, this place does it all right! If you go here hungry, you should know that your options are basically a panini, a salad or some bruschetta. I've had a little bit of everything and for the value and quality you can't go wrong the the bruschetta. I recently determined my favorite to be the ricotta, dates and pistachio but a close second is the salami and pesto.

Wine by the glass can be a bit steep so if you're planning to stay for a bit and can agree on a style with your company, you might be better off getting a bottle. A bottle is pretty much 3x the price of a glass so you end up getting 1 1/2 glasses extra. Bonus!

Someday, I'll actually take advantage of their $20 deal for wine and bruschetta!",review,upssaszVG_egJVRKBU5Dzg,0,1,0
ntN85eu27C04nwyPa8IHtw,2011-01-01,s2NkuLh0UBmCvHvLwJFBPQ,4,"I'm  going to stop being such a taker, and give for once! I use Yelp along with other reputable websites to help make my dining, travel and shopping decisions and I never take the time to give back!! I know, I know....awful. I'm turning over a new leaf! Here is my first Yelp. Please don't judge. It's my first time.... Okay, here goes. So, I went to Matt's for the first time a few days ago....

Food- Amazing.  Best pancakes ever! I'm not sure what the secret ingredient is but they are beyond good! Fluffy little cakes of love. I also tasted the butter burger. Very, very, yummy. If you decide to dine here make sure you try the bacon. I don't think I've ever tasted anything like it. Sweet, savory and cooked just right.

The building is very small, the wait is extra long and make sure you don't overindulge on the free refills of ice tea because there is NO BATHROOM!! The seating is cramped and the service is rushed, but the food is worth dealing with Matt's shortcomings.",review,wdtoa9VgowEdiYudN8T1YQ,2,1,0
m7uxAxL9L3kuB8XWkoveHQ,2010-04-05,LYc0qoZTS8L0U_NvIaYwYA,4,"over 20 visits - and no rvw?  wow - i must be loosing it.

When I walk through the beautiful shoping district of Kierland, it is always fun to window shop - ok gotta go in! - and touch, feel, ooo, ya - and dream about having my home decorated with all thier furnishings... as soon as i win the lottery.. or something... almost there.  (maybe i should stop travelling......... nah...)

anyWHO - you CAN find some GR8 little snags: from candles, to books, vases, martini glasses (always a must, since somehow - not sure why, mine keep getting smashed - maybe goes hand-in-hand with vodka + consumption + beautiful galsses = tipsy, topsy, turvy - crash)

I always enjoy looking, (and usually grabbing something i ""need"" ya, right) and thinking about where or what I might get for a gift - naaaaaaah - for me!  next...",review,h7v_M_0-YVpSVZ2WD7FpAA,0,0,0
glpdHF7XlpUQUs1Jpxv4SQ,2010-03-15,bFC3YitoCJgUuXAVVDMkXQ,5,"we went back here again this past weekend...actually we went there 3 more times this past weekend alone!  we couldn't resist the awesome service and great prices...and great live music.  this is definately going to be one of our ""regular joints.""  if you like the country...country girls....and good old rowdy shit..then stop by and check it out for yourself.  i bet you will like this place.  
there is a large dance floor for some shit kickin' ...about 3 pool tables..big buck hunter and an outdoor area for smokin and boozin and dart throwin'.  i love this place.  this is what toby keith should have been singing about...seriously!",review,scxmg3Pu_jjpXSyFWH8-Cg,0,0,0
Lnohr9bpCbHNsomazXDg-w,2008-07-16,IhVNA9hUjtdk1zufzziNug,1,"How does this restaurant generate so many 4 and 5 star ratings? 

I know it was on the food channel, but honestly the food was sub-par. Maybe it was just an off day, but I have a feeling it wasn't. The prices were not outrageous, but it wasn't cheap either. The atmosphere was nice, if very cafeteria like.

But the food was way way too ""greasy."" And bland. And my stomach now aches after eating there....",review,UE1UIi95jSk5tAzOdtnjIA,0,3,0
r_0k2yqAo1Z4tg_IgXr7Jg,2007-08-28,X_nBRl_nxue-SCfo5c9exg,4,"If you're the type that are into choices, then Gelato 64 has got your number.  Their number stands for the 64 flavors of gelato that you can choose from.  When I was there they seem to be a couple of flavor short since several of the slot in the gelato case was empty...but anything approaching 60 is already a ridiculously wide range of selection.

The gelato was well flavored and had a nice smooth texture.  Extra star for range of flavor.",review,8WQubmP7G0NM3IyzyMnCEA,0,1,0
2FqG3fBB2XffmRTnc6YI_w,2008-10-11,ujwc8ggO33vvhMJwAE0bHw,3,"My boyfriend and I were in Arizona on vacation for a wedding. The food was better than the average deli and they give you a free cookie with your order too. It is a shame they don't have these in malls near me. Although I read on their website that they have one at the Galleria which would have been nice when I lived in Davis, CA for college. 

Shopping really works up an appetite and this satisfied it well. and light enough not to ruin a dinner as we had a wedding to attend later that evening.",review,d0nD0TzD_NvzQLHE6zL-1g,1,1,0
WYj43z0qmlKklhcvV75mwQ,2011-04-29,-qeKy3NyksHZlmIxmaBI1A,4,"I stopped in one afternoon and ordered some baba and a chicken salad. The baba was good, and served with a ton of pita quarters. The salad was good too, except that most of the chicken was burnt. 
The cashier was pleasant and must be related to the guys doing the cooking. They were giving her a hard time about a male customer who I guessed must come in a lot and she was giving it right back to them! Kinda funny. I will definitely be back for takeout and lunch again while shopping. I will go for the gyro salad next time though.",review,wC1CPV5bf--bDLtlhNSPLg,0,0,1
Hdi7jkB7pHiM1nyPHcqSdw,2011-05-26,0Bhq-3T6e0L7WqfdE1X2wA,4,"This is the best mall in Arizona.  Lots of high end shops and nice restaurants.  Except during the holidays, plenty of covered parking.",review,Kqvfep2mxS10S50FbVDi4Q,0,0,0
B8ujMtvvpHyEQ2r_QlAT2w,2009-02-04,lkXM8gxdU1qQVCHggDfsyQ,4,"I didn't pay much attention to this place for several years.  Passed it many times, just didn't catch my eye enough for me to remember it on those nights when I desperately try to think of some new place to try.

I've since been here twice (over about a 3 month time span), and I really love it.  First time, had great food (all server recommendations - although he disappeared prior to arrival of meal, seemed to be doing side work so he could bolt out).  Great although somewhat minimal service for the second half of our dinner, former waiter did not say he was leaving, we sat for a little while before someone new arrived.  Ambiance and company made it barely noticeable.   Personally, I don't care as long as I get good service.  We're not family, I don't need an apology or heartfelt goodbye.  The garlic app - what it is called? - your server will know, it's probably their most popular dish, it is AMAZING.  Order this unless you hate garlic or are on a diet.  I consider myself a good cook, but I would leave this up to Richardsons.  As I write this I realize the whole reason for my review is that dish, because I don't remember anything else I had.  Stopped by for drinks the second time, ended up ordering a pizza, expected little since it didn't mesh with the menu, it was really quite good.  Bartender was great (I think he was actually the take-over waiter from my previous visit).  Very cozy place, if you come later or are are willing to wait, you can get a private table in a cave like nook.  The place is not cheap, comparative to other finer dining establishments.  Overall, a lively but romantic place with character, good food, and decent service.",review,zsBmBMbZhPuWKueEyKoI1Q,0,0,0
7U8TYNW4Mvx6m3zexsO0sg,2010-12-28,SWHnJvsZVqBJzDSGS0YwLw,4,"Yum!
Steaks were great! Corn bread

large portions
definitely worth the price!",review,6XDBxbqC3kD5xvQMCkwhNQ,0,0,0
aHGcI-KGitnGRco_D_I9Ag,2012-06-23,zTr5W2aHhGuY7FC4bFflbQ,3,I much prefer drinking here to eating here.  Sometimes it is the only place close and I decide to order food and I always regret it.  I'm a vegetarian so maybe I'm too limited and the burgers are awesome   So stick to traditional fare.  The salads my daughter and I had yesterday were pathetic,review,44FZYP4fQbeAimA818oHtw,0,1,0
kfscAJnLVf6J2uEte7g-5A,2011-11-13,oEz2MUkfQtaD1KvYuyWV3Q,5,"I found this little hot spot on Yelp and used my phone to navigate me there; I wouldn't have found it otherwise.  This small establishment is hidden in a neighborhood right off of Historic Downtown Chandler.  It's a quaint little diner with modest décor.  I felt very comfortable there and the service was fast and friendly.  As I looked over the menu the first thing I saw was the Morning Monte and havarti cheese as one of the ingredients.  Cheddar isn't better; it's all about havarti folks!  I needn't look further; I knew that's what I was having.  Hawaiian bread French toast, bacon, turkey, egg and the havarti - absolutely delicious!  Can't wait to come back and bring everyone I know.",review,wFweIWhv2fREZV_dYkz_1g,4,5,4
GVg4GHHRblwY1MFlV1ubAw,2011-06-24,gQoXRk2oRLxQWDf1i7rnOQ,2,It seems like there is not as much value for your dollar at Gold Medal.  We had been there since the new school opened but decided to move on.  We got a 'can't we get you to stay' call which felt like desperation on their part.  My daughter enjoyed her lessons but her favorite teacher left (as most do) and the cost was not worth it anymore.  I would not recommend them to my friends.,review,RIAkOx7jS_IYdF0ZO0Hc_Q,0,3,1
u9MKnG0PqI8N7ixSfrrTiw,2012-03-01,b7KiP9ZNOyfaLgS24dAcdQ,3,"If I could give this 2.5 stars, I would.  But that's because I've been to Joe's Real BBQ, and so I know how good BBQ can be.

Famous Dave's is fine.  There are two of them I know of, and I've been to both.  They're both fine.

We visited this one, near Chandler mall, for lunch.  We ordered off the lunch menu.  My wife and I both had the brisket sandwich.  I had the Wilbur beans, she had fries.  It was fine.  Not great, but OK.

The brisket meat itself did not seem to be smoked.  At all.  Meat has a certain look and taste when it has been smoked, and this just didn't have it.  Frankly, the meat seemed sorta pale...as if it had been boiled instead of grilled or smoked.  And either the meat or the sauce was excessively salty.  It wasn't severe (or I would have returned it), but it was noticeable.  Salt should enhance flavor, not stand out as a major flavor.

And a note about the sauce.  I examined one of their 'for sale' bottles (you can buy their sauce to take home).  Did they use molasses or brown sugar, as most self-respecting BBQ chefs would?  No.  High fructose corn syrup.  Yuck.  Besides that stuff being poison to your pancreas, it's just ""not right"".  That's not how BBQ is done.

Anyway, Famous Dave's is really nothing special.  The BBQ is ""OK"", but not very authentic.  Given the choice I would take Joe's, hands-down.  But if you want some BBQ, and are nowhere near Joe's, this will do.  Beats the heck out of Tom's BBQ, that's for sure (see my review of Tom's...truly awful).  And the beans and fries are pretty good.",review,Mb0psF4WQF7gZSuZafVr-g,1,1,0
yktWUtKBja_Lzk3wwR6RFA,2008-11-25,wereg_Qjqym6PCN8ZyDZZw,4,"I've been here twice now for the lunch buffet and the second time I even brought a friend who was a foodie and both times it was great. They have a great selection of dips on the buffet, a few salads and many warm entrees to choose from. 

I recommend taking a little bit of everything and if you follow my rule, you won't be disappointed. Everything is absolutely delicious and you'll have fun guessing the spices in the various dishes. 

If you're in the mood for some tasty middle eastern food, I would really recommend it. It's a little short on ambiance, but with flavors like that, who's looking anywhere but their plate?",review,qABKRj1ggJmtvrL9FMFtuA,1,0,0
Hdi7jkB7pHiM1nyPHcqSdw,2012-02-25,WE3QQvXUohL0HVxrUjmsJw,5,"The mall of malls, for sure! So many designer boutiques, so little time! On this trip, I was given the utmost in attention from the fabulous women at the Fossil store....what fun they were! I enjoyed a smoked chicken & black bean salad @ Z Tejas next and the service was excellent. I then perused the new styles at Aqua before finding a great pair of shades at Solstice = shopper's bliss :)
This review is a bit late; I visited the center on 1/27/12 - and I'll be back :)",review,onCVo3jNuKsSk8HcpDE1sQ,0,0,0
qNoNkF1yJctEs3t40VkX4w,2009-10-13,jWKbfXA2oxlgmZrW0VA02A,4,"Went there for Dinner on a Friday night and I have to say I'm impressed by the quality of the food and the reasonable prices.  There's a great deal of variety and some creative New Mexican dishes.  I'd go so far as to say this is the best New Mexican restaurant in the East Valley!  Its not super spicy like Los Dos but there's a lot more flavor and you'll still feel the burn.

Pro's:  The Food and Service
Con's:  Ambiance & decor could use a little jazzing up, location is not ideal",review,4-BhPJwJp6d-XMmo-w1FRw,1,1,1
b9dv7Q0A8XcJ44zzTDJeYw,2010-04-07,RMBOYKJ8lCyL39wOycBvCg,3,"Qdoba is a kicked up version of Chipotle/Kokopellis.  You walk up, choose a form of delivery (burrito, nachos, salad, burrito bowl, etc) you get a choice of meat (chicken, steak, etc) then you chose your toppings (different salsas, lettuce, cheese).  We all know the drill.  I will say one thing Qdoba is much better in taste than Kokopellis and Chipotle.",review,SGXahHRReksq3m_Zk9V20w,0,0,0
eR_vyBCRhMQKhmHbxFkPVw,2008-12-11,yt_CpzmwoSv3NPGNcHzI-w,4,"So Wednesday evening I needed milk and cat food. On my way to the store I realized my stomach was growling. Never a good idea to shop on an empty stomach. A while back in The Savvy Shopper rag in the China Grill ad was a little banner about Wok n Stix being a new location. And because of an event that fell apart this week I had a bug to eat something Asian. So I found it and stopped in.

Chinese fast food. They also have hamburgers and a few other things. I stuck with something I figured I would like, orange chicken ($7.95). It came reasonably quick, was too hot to eat right away. Most of my Chinese fast food consists of Panda Express and Ming Gee. This was much better, in addition to the onions and bell peppers listed mine had mushrooms, celery, sprouts and some other stuff. Service was on styrofoam with plastic utensils. Even though I was eating in the rice came in a take out box which I thought was sorta weird. I still hate eating out alone but at least I wasn't the only person in the place. Each side of the place had a long upholstered bench with tables and chairs that could be slid along to make up different seating and two tables in the middle.

There was nobody being served at the front counter when I was finished so I stopped,picked up a menu and talked to the woman there and found out she is an owner. They have had the place for 6 months and are the same family that owns China Grill not far away.",review,Ps1Db9zOatoF_76FZNO5CQ,0,3,0
13lNc7KSuVHBrUybTR23qw,2012-01-20,3eY_MfLha0Sbv4B2IXpqVw,4,Excellent selection of unusual but delicious pizzas.  my favorite so far include prosciutto pizza and the lamb pizza,review,yov4PgFnEIOimzKdU2wV0g,0,1,0
O-Xa9GCFWI65YiBD5Jw_hA,2009-10-29,nlQUxEm_5GouQdmgG8GXVA,5,"What an unbelievable night we had at Mastro's City Hall Steakhouse. Everything we ate was top notch, the atmosphere is fun, and the service is spectacular. How many steakhouses play Jim Croce, Beatles, and Beach Boys? It's a very welcome change.

It's dark, it's sexy, and it's probably the best steakhouse in Arizona. 

The seafood tower featured totally fresh and delicious oysters, crab legs, claws, and huge shrimp. My Kansas City Strip was out of this world and probably the best piece of meat I've had all year. Gorgonzola mac & cheese and sauteed mushrooms were real winners as well. I'm not a dessert person, but the warm butter cake should be illegal it's so good. I was stuffed already when it came to the table, and then I ate all of it. 

The only hiccup all night was our seafood tower was short a shrimp, and when I told the waiter don't worry about it he said ok, and then proceeded to bring us a fourth shrimp on it's own bed of ice. It was a really top notch recovery. This place is absolutely amazing.",review,JgDkCER12uiv4lbpmkZ9VA,1,2,0
ViLOy7fr21PIVGEzYPyK4w,2012-08-12,RPpt_W8DSEpahyXxeRhVrA,2,"I went here with a friend to use a Groupon for a gel manicure and a spa pedicure. I knew it was a school going into the appointment. My issues with the place are as follows:
1. The students there were very unprofessional. They talked about their personal lives, talked to each other, and just were generally inappropriate for a business setting. Their supervisor overheard everything and did not say anything. This is pretty disturbing since some of these girls stated that they were going to work at places like Dolce in a few weeks. 
2. The gel manicure was billed as 'unchippable' by the people at this salon, but my friend had one whole nail peel off the day after the manicure and my nails chipped 2 days after. This is especially annoying because it is difficult to remove the polish that remained on my nails, so they just look bad. 
3. The massage was pretty weak. 
4. They don't have enough carts for pedicures, so I had to put my foot up on my 'pedicurist's' lap...that's a bit odd. 
5. It was difficult to make an appointment here. I had to call several times and leave messages and wait for them to call me back. 


Overall, I would not return to this place, even at the cheap price. I guess you get what you pay for.",review,3gIfcQq5KxAegwCPXc83cQ,0,1,0
-EctXOb3B7T177jGYUhjVA,2012-03-05,WrYEb2x-JkLZLfLimP5csg,3,"The beer list here is GREAT. Seriously. If you like craft brews, go here.

The food is meh. There are a lot of really interesting combinations, but the execution wasnt the best. The service is also meh. All 8 of us had to be wary when our waitress came around to tell her that so and so needed something too. She would take one or two orders at a time. 

Seriously though, the beer is awesome.",review,X5GbNXY_nNoa_vTZDD0aCA,0,2,0
AhpzPZH3b0PGT9mVoLCQDg,2009-08-02,N9cAK1CCCYdgicvD7c8Ywg,3,"Kabuki was great....A lovely little middle-of-the-afternoon oasis found in Tempe Marketplace!  I scoped out the menu had some some sushi for happy hour, including some rare beef sashimi, some unusual and unique rolls and complimentary edamame.  Although I did not dine here for a full meal, I feel justified in expressing my enjoyment of their happy hour.  The tiny bar was cozy and the service was good.  The happy hour prices were enticing and I would definitely return for it:)  Although for my personal taste the ambiance of Kabuki seemed a little too corporate for me I definitely would return for their happy hour and maybe to sample other menu items.  I will keep you posted on my next visit:)",review,ZdDmxmGVhHHI4PzmVdTzxQ,1,1,1
Aicnm12Zped8nQFXyRRFvw,2008-10-19,cpJejPGKMujmhyBbRSn1fQ,4,"Ok...this place is *REALLY* outdated...HOWEVER, the food was great.  The Veggie plate was gone fast (barely got to taste any of it ... wife loved it) and my Gryo plate was very good as well.  This is the ONLY other place that I've been to where the Felafel was great!  I've been to only one other place...",review,_jjIaczpcVDpHlH6l334rQ,1,1,0
ZdQbDVZWDsO-d7q2qW8E3A,2012-11-11,-Ieb92HyWYckqlJTAuf_GA,1,"My wife and I live around the corner, hadn't eaten here in a few months. We got food for take out, Mongolian beef,kung po chicken,pad Thai noodles.  Mongolian beef, there were more white onions then scallions and it was very bland. Kung po chicken,lots of white meat chicken the whole dish only had one peanut and the taste of this dish was non existent. Very very Blah... Pad Thai noodles,the dish was dry and came out of the container in one giant clump. It tasted like plain noodles, i was glad I had peanut sauce in the fridge to,add to it. Then it was edible .... We will not be going back to G@S.. Very disappointed !!!! From now on it will be Jade palace on 92nd street. For take out Asian !!!!  Do yourself a favor go elsewhere !!!!",review,P0Ki-xij91UU-_Hk4t6tGA,1,1,0
9ziO3NpoNTKHvIKCBFB_fQ,2009-12-23,zZy22sccki71427oAtzKhw,3,"I know I enjoy food when I think about how good it was later..like days and days later. It has been about a week and I am still craving the Mac n' Cheese I inhaled during my Happy Hour visit. The Macaroni was cooked to perfection, the cheese was the perfect consistency and texture, and the addition of spicy sausage really set the dish apart. 

While the service was impossibly slow, every waiter I came in contact with was extremely nice. But nice or not, I was sucking on melted ice for half the night while I waited to get my drinks refilled. No bueno. 

The atmosphere was relaxing and casual, and the bathrooms were fabulous!! Well lit, great aroma, and my choice between cloth hand towels or paper. The bathroom had well placed mirrors which made the space feel big and clean.

I will definitely come back, but next time I might sneak in my own drink.",review,s8fJCSltyub39Q1dqzjb6g,6,7,6
xsSnuGCCJD4OgWnOZ0zB4A,2010-08-21,X4Vhbp78ZRwiRjZU14GaXg,2,"- the location is excellent
- the food is mediocre, and milder than they advertise
- the wait staff is polite and bland.  At several opportunities, they were missing for more than 5 mins.
- the bill will be higher than anyone expects

Bottom line:  don't bother",review,1ADvDGbYb3DVakds4jCAnw,1,2,0
732Z5HGLEEBjAgXxfnuXlQ,2011-05-28,39kwDyJI29y3poToHdCcHQ,5,"So your going to Scottsdale via Paradise Valley....or your coming from Scottsdale heading east....your stomach is growling but you don't want the usual...then look no further than Jason's Deli. I was in that situation on Friday night and decided to give this locale a try....and I must say I was not disappointed. I had the Smokey Jack Panini with Smoked turkey breast....guacamole....provolone cheese....lettuce...tomato....bacon on the side which I gave to my wife....LOL...since I don't eat red meat....and Russian dressing. However sandwich was made to order and pressed perfectly on the grill....and the flavor was outstanding. They give you a pickle and homemade potato chips on the side....and I also had some lemonade which comes from a fountain with free refills. 

I almost missed out on the free Ice Cream....but I seen people walking around with cones of Ice Cream and I had my wife ask was it free. Indeed it was and we both enjoyed a nice Ice Cream cone....mine was chocolate vanilla swirl...and you can also get it in a cup as well. The service was great and the whole place had a real nice neighborhood feel to it.....I look forward to returning here very soon. Eat, Drink, and be Merry my Friends!!!!",review,ky9pQ8AKufvZ63IxR41jGg,4,5,2
iLtSto_Tgu2yaj_r_iohAg,2010-03-11,gC60r2BGT14QGZ8Zbe6ptw,4,"Large Goodwill location (formally a PetSmart), but dark like a cave. This one is hit or miss... It is clean for a Goodwill (I've seen some pretty dirty ones). Just need to keep checking to find the treasures here.",review,CP-IE-zyc2Mv3jlaceElVQ,0,2,0
hsOnzcy8mFbUvIWFC1agoQ,2007-01-26,wFe8lRlC5lmBGpbbJvBdlw,4,"Sandbar gives us North Scottsdalers another chance at a casual bar on our side of town!  Located near Scottsdale Road and Shea, Sandbar has a pretty convenient location and is usually a fun spot to go out dancing and drinking.  The DJ is either hit or miss; sometimes he plays awesome music and everyone's on the dance floor and other times the dance floor is completely empty because the music ain't so great. 
I've always wondered if anyone has become so intoxicated while at Sandbar that they have fallen into the little pond outside. Unfortunately, I have never seen this happen.
But I have woken up in the morning with a Sandbar server schedule in my pocket with no recollection as to why.
My friend was dancing so crazy one night on one of the platforms, that when she jumped off, she sprained her ankle. 
See? Sandbar's a really good time.
Oh and if you get hungry, there's a little hot dog cart out front, so you can eat a wiener, drink and be merry.",review,0CMz8YaO3f8xu4KqQgKb9Q,1,1,4
